0,1,2,3,4
NCT00775307,Inclusion,least 4 weeks but no longer that 8 weeks after the surgical resection of the nsclc,<VL Label=least Source=ngram>least</VL> <VML Logic=equal Unit=weeks>4</VML> but no longer that <VML Logic=equal Unit=weeks>8</VML> after the surgical resection of the nsclc,"[['least', '=', '4', 'weeks'], ['least', '=', '8', 'weeks']]"
NCT00775307,Inclusion,no approved or investigational anti-cancer therapy concurrently or in the 5 years,no <VL Label=approved or investigational anti-cancer therapy concurrently Source=ngram>approved or investigational anti-cancer therapy concurrently</VL> or <VML Logic=lower_equal Unit=years>5</VML>,"[['approved or investigational anti-cancer therapy concurrently', '<=', '5', 'years']]"
NCT00775307,Inclusion,"cessation of menses for >=1 year and be greater than 45 years in age, or, in","cessation of menses for <VML Logic=greater_equal Unit=year>1</VML> and be <VML Logic=greater Unit=years>45</VML> in <VL Label=Age Source=DK>age</VL>, or, in","[['Age', '>=', 1.0, 'year'], ['Age', '>', 45.0, 'years']]"
NCT00775307,Inclusion,"questionable cases, have a follicle stimulating hormone value >40 miu/ml and an","questionable cases, have a <VL Label=follicle stimulating hormone value Source=ngram>follicle stimulating hormone value</VL> <VML Logic=greater Unit=>40</VML> miu / ml and an","[['follicle stimulating hormone value', '>', '40', '']]"
NCT00775307,Inclusion,estradiol value <40 pg/ml (<140 pmol/l),<VL Label=estradiol value Source=ngram>estradiol value</VL> <VML Logic=lower Unit=pg/ml>40</VML> ( <VML Logic=lower Unit=pmol/l>140</VML> ) ,"[['estradiol value', '<', '40', 'pg/ml'], ['estradiol value', '<', '140', 'pmol/l']]"
NCT00775307,Inclusion,subject using hrt must have experienced total cessation of menses for >= 1 year,<VL Label=subject using hrt must have experienced total cessation of menses Source=ngram>subject using hrt must have experienced total cessation of menses</VL> for <VML Logic=greater_equal Unit=year>1</VML>,"[['subject using hrt must have experienced total cessation of menses', '>=', '1', 'year']]"
NCT00775307,Inclusion,and be greater than 45 years of age or have had documented evidence of menopause,and be <VML Logic=greater Unit=years>45</VML> of <VL Label=Age Source=DK>age</VL> or have had documented evidence of menopause,"[['Age', '>', 45.0, 'years']]"
NCT00775307,Inclusion,"test within 1 week prior to the first dose of study treatment, preferably as close to","<VL Label=test Source=ngram>test</VL> <VML Logic=lower Unit=week>1</VML> prior to the first dose of study treatment, preferably as close to","[['test', '<', '1', 'week']]"
NCT00775307,Inclusion,an intrauterine device with a documented failure rate of less than 1% per year,an intrauterine device with a documented <VL Label=Failure rate Source=DK>failure rate</VL> of <VML Logic=lower Unit=%/year>1</VML>,"[['Failure rate', '<', 1.0, '%/year']]"
NCT00775307,Inclusion,complete abstinence from sexual intercourse for 14 days before exposure to,complete abstinence from sexual intercourse for <VML Logic=equal Unit=days>14</VML> before <VL Label=injury due to exposure to external cause Source=UMLS>exposure</VL> to,"[['injury due to exposure to external cause', '=', '14', 'days']]"
NCT00775307,Inclusion,"investigational product, through the dosing period and for at least 21 days","<VL Label=investigational product Source=ngram>investigational product</VL>, through the dosing period and for <VML Logic=greater_equal Unit=days>21</VML>","[['investigational product', '>=', '21', 'days']]"
NCT00775307,Exclusion,than 5 years ago and have since been considered cured or patients with a history of,than <VML Logic=equal Unit=years>5</VML> <VL Label=ago and have since been considered cured or patients with a history Source=ngram>ago and have since been considered cured or patients with a history</VL> of,"[['ago and have since been considered cured or patients with a history', '=', '5', 'years']]"
NCT00775307,Exclusion,"major surgical procedure, open biopsy or significant traumatic injury within 4 weeks","major surgical procedure, <VL Label=open biopsy or significant traumatic injury Source=ngram>open biopsy or significant traumatic injury</VL> <VML Logic=lower Unit=weeks>4</VML>","[['open biopsy or significant traumatic injury', '<', '4', 'weeks']]"
NCT00775307,Exclusion,abscess within 28 days prior to beginning study treatment,<VL Label=abscess Source=ngram>abscess</VL> <VML Logic=lower Unit=days>28</VML> prior to beginning study treatment,"[['abscess', '<', '28', 'days']]"
NCT00775307,Exclusion,agents for at least 6 weeks are eligible,<VL Label=agents Source=ngram>agents</VL> for <VML Logic=greater_equal Unit=weeks>6</VML> are eligible,"[['agents', '>=', '6', 'weeks']]"
NCT00775307,Exclusion,poorly controlled hypertension (defined as a systolic blood pressure (sbp) of >= 140,poorly controlled hypertension ( defined as a systolic blood pressure ( <VL Label=BP-Systolic Source=DK>sbp</VL> ) of <VML Logic=greater_equal Unit=>140</VML> ,"[['BP-Systolic', '>=', 140.0, 'mm/hg']]"
NCT00775307,Exclusion,mmhg or diastolic blood pressure (dbp) >= 90 mmhg,mmhg or diastolic blood pressure ( <VL Label=BP-Diastolic Source=DK>dbp</VL> )  <VML Logic=greater_equal Unit=mmhg>90</VML>,"[['BP-Diastolic', '>=', 90.0, 'mmhg']]"
NCT00775307,Exclusion,the mean sbp/dbp values from both bp assessments must be <140 - 90,the mean sbp / dbp values from both <VL Label=BP Source=DK>bp</VL> assessments must be <VML Logic=lower Unit=>140</VML> - <VML Logic=lower Unit=>90</VML> ,"[['BP', '<', 140.0, ''], ['BP', '<', 90.0, '']]"
NCT00775307,Exclusion,"following anomalies on ecg : q wave, ischemia, qt > 480 msec, atrio-ventricular block","following anomalies on ecg : <VL Label=q wave Source=UMLS>q wave</VL>, ischemia, qt <VML Logic=greater Unit=msec>480</VML>, atrio-ventricular block","[['q wave', '>', '480', 'msec']]"
NCT00775307,Exclusion,chronic daily treatment with aspirin (>= 325 mg/day) or non-steroidal anti-inflammatory,<VL Label=chronic daily treatment with aspirin Source=ngram>chronic daily treatment with aspirin</VL> ( <VML Logic=greater_equal Unit=mg/day>325</VML> ) or non-steroidal anti-inflammatory,"[['chronic daily treatment with aspirin', '>=', '325', 'mg/day']]"
NCT00775385,Inclusion,classification 2008),<VL Label=classification Source=ngram>classification</VL> <VML Logic=equal Unit=>2008</VML> ) ,"[['classification', '=', '2008', '']]"
NCT00775385,Inclusion,performance status (ps) = 0 or 1,<VL Label=performance status Source=UMLS>performance status</VL> ( ps )  <VML Logic=equal Unit=>0</VML> or <VML Logic=equal Unit=>1</VML> ,"[['performance status', '=', '0', ''], ['performance status', '=', '1', '']]"
NCT00775385,Inclusion,18 years <= age < 70 years,<VL Label=Age Source=Context>age</VL> <VML Logic=greater_equal Unit=years>18</VML> - <VML Logic=lower Unit=years>70</VML>,"[['Age', '>=', 18.0, 'years'], ['Age', '<', 70.0, 'years']]"
NCT00775385,Exclusion,"previous cancer excepted those treated for more than 5 years and considered cured,","<VL Label=previous cancer excepted those treated Source=ngram>previous cancer excepted those treated</VL> for <VML Logic=greater Unit=years>5</VML> and considered cured,","[['previous cancer excepted those treated', '>', '5', 'years']]"
NCT00775385,Exclusion,"attack, grade >= 2 peripheral neuropathy, peptic ulcer disease, erosive esophagitis or","<VL Label=attack Source=ngram>attack</VL>, grade <VML Logic=greater_equal Unit=>2</VML> peripheral neuropathy, peptic ulcer disease, erosive esophagitis or","[['attack', '>=', '2', '']]"
NCT00776100,Inclusion,oligometastatic disease (m1 with 1-3 metastases),<VL Label=oligometastatic disease Source=ngram>oligometastatic disease</VL> ( m1 with <VML Logic=greater_equal Unit=>1</VML> - <VML Logic=lower_equal Unit=>3</VML> metastases ) ,"[['oligometastatic disease', '>=', '1', ''], ['oligometastatic disease', '<=', '3', '']]"
NCT00776100,Inclusion,eligible provided <= 40% of the total lung volume receives >= 20 gy of,<VL Label=eligible provided Source=ngram>eligible provided</VL> <VML Logic=lower_equal Unit=%>40</VML> of the total lung volume receives <VML Logic=greater_equal Unit=>20</VML> gy of,"[['eligible provided', '<=', '40', '%'], ['eligible provided', '>=', '20', '']]"
NCT00776100,Inclusion,previously untreated disease or achieved stable disease or partial response within 8,<VL Label=previously untreated disease or achieved stable disease or partial response Source=ngram>previously untreated disease or achieved stable disease or partial response</VL> <VML Logic=lower Unit=>8</VML> ,"[['previously untreated disease or achieved stable disease or partial response', '<', '8', '']]"
NCT00776100,Inclusion,weeks after completion of 2-6 courses of standard platinum-based chemotherapy,<VL Label=weeks after completion Source=ngram>weeks after completion</VL> of <VML Logic=greater_equal Unit=courses>2</VML> - <VML Logic=lower_equal Unit=courses>6</VML> of standard platinum-based chemotherapy,"[['weeks after completion', '>=', '2', 'courses'], ['weeks after completion', '<=', '6', 'courses']]"
NCT00776100,Inclusion,(administered every 3-4 weeks), ( <VL Label=administered Source=ngram>administered</VL> every <VML Logic=greater_equal Unit=weeks>3</VML> - <VML Logic=lower_equal Unit=weeks>4</VML> ) ,"[['administered', '>=', '3', 'weeks'], ['administered', '<=', '4', 'weeks']]"
NCT00776100,Inclusion,patients who have had up to 3 brain metastases allowed provided they have been,<VL Label=patients Source=ngram>patients</VL> who have had <VML Logic=lower_equal Unit=>3</VML> brain metastases allowed provided they have been,"[['patients', '<=', '3', '']]"
NCT00776100,Inclusion,ecog performance status 0-1,<VL Label=ECOG Source=DK>ecog performance status</VL> <VML Logic=greater_equal Unit=>0</VML> - <VML Logic=lower_equal Unit=>1</VML> ,"[['ECOG', '>=', 0.0, ''], ['ECOG', '<=', 1.0, '']]"
NCT00776100,Inclusion,life expectancy >= 12 weeks,<VL Label=life expectancy Source=ngram>life expectancy</VL> <VML Logic=greater_equal Unit=weeks>12</VML>,"[['life expectancy', '>=', '12', 'weeks']]"
NCT00776100,Inclusion,platelet count >= 100.00/mm^3,<VL Label=platelet count measurement Source=UMLS>platelet count</VL> <VML Logic=greater_equal Unit=/mm^3>100.00</VML>,"[['platelet count measurement', '>=', '100.00', '/mm^3']]"
NCT00776100,Inclusion,hemoglobin >= 9 g/dl,<VL Label=hemoglobin Source=ngram>hemoglobin</VL> <VML Logic=greater_equal Unit=g/dl>9</VML>,"[['hemoglobin', '>=', '9', 'g/dl']]"
NCT00776100,Inclusion,wbc >= 2000/mm^3,<VL Label=WBC Source=DK>wbc</VL> <VML Logic=greater_equal Unit=/mm^3>2000</VML>,"[['WBC', '>=', 2000.0, '/mm^3']]"
NCT00776100,Inclusion,creatinine <= 2 times upper limit of normal,<VL Label=Creatinine Source=DK>creatinine</VL> <VML Logic=lower_equal Unit=times upper limit of normal>2</VML>,"[['Creatinine', '<=', 2.0, 'times upper limit of normal']]"
NCT00776100,Inclusion,fev_1 >= 1 l,<VL Label=fev_1 Source=ngram>fev_1</VL> <VML Logic=greater_equal Unit=l>1</VML>,"[['fev_1', '>=', '1', 'l']]"
NCT00776100,Inclusion,"history of low-grade (gleason score <= 6) localized prostate cancer, even if","<VL Label=history of low-grade Source=ngram>history of low-grade</VL> ( gleason score <VML Logic=lower_equal Unit=>6</VML> ) localized prostate cancer, even if","[['history of low-grade', '<=', '6', '']]"
NCT00776100,Inclusion,diagnosed within the past 5 years,<VL Label=diagnosed Source=ngram>diagnosed</VL> <VML Logic=lower Unit=past years>5</VML>,"[['diagnosed', '<', '5', 'past years']]"
NCT00776100,Inclusion,stage i breast cancer that was treated within the past 5 years,<VL Label=stage i breast cancer that was treated Source=ngram>stage i breast cancer that was treated</VL> <VML Logic=lower Unit=past years>5</VML>,"[['stage i breast cancer that was treated', '<', '5', 'past years']]"
NCT00776100,Inclusion,other malignancy that was diagnosed and definitely treated >= 5 years ago with no,other <VL Label=malignancy that was diagnosed and definitely treated Source=ngram>malignancy that was diagnosed and definitely treated</VL> <VML Logic=greater_equal Unit=years>5</VML> ago with no,"[['malignancy that was diagnosed and definitely treated', '>=', '5', 'years']]"
NCT00776100,Inclusion,"congestive heart failure within the past 3 months, unless lvef > 40%","congestive heart failure <VML Logic=lower Unit=past months>3</VML>, unless <VL Label=LVEF Source=DK>lvef</VL> <VML Logic=greater Unit=%>40</VML>","[['LVEF', '<', 3.0, 'past months'], ['LVEF', '>', 40.0, '%']]"
NCT00776100,Inclusion,myocardial infarction within the past 6 months,<VL Label=Myocardial infarction Source=DK>myocardial infarction</VL> <VML Logic=lower Unit=past months>6</VML>,"[['Myocardial infarction', '<', 6.0, 'past months']]"
NCT00776100,Inclusion,no prior therapy for this cancer other than 2-6 courses of standard platinum-based,no <VL Label=prior therapy Source=UMLS>prior therapy</VL> for this cancer other than <VML Logic=greater_equal Unit=courses>2</VML> - <VML Logic=lower_equal Unit=courses>6</VML> of standard platinum-based,"[['prior therapy', '>=', '2', 'courses'], ['prior therapy', '<=', '6', 'courses']]"
NCT00776100,Inclusion,no bevacizumab during and for 4 weeks after completion of radiotherapy,no <VL Label=bevacizumab Source=ngram>bevacizumab</VL> during and for <VML Logic=equal Unit=weeks>4</VML> after completion of radiotherapy,"[['bevacizumab', '=', '4', 'weeks']]"
NCT00783471,Inclusion,"male and female patients aged 18 to 75 years inclusive, with histologically confirmed","male and female patients <VL Label=Age Source=DK>aged</VL> <VML Logic=greater_equal Unit=years>18</VML> - <VML Logic=lower_equal Unit=years>75</VML> inclusive, with histologically confirmed","[['Age', '>=', 18.0, 'years'], ['Age', '<=', 75.0, 'years']]"
NCT00783471,Inclusion,ecog performance status of 0 - 1,<VL Label=ECOG Source=DK>ecog performance status</VL> of <VML Logic=greater_equal Unit=>0</VML> - <VML Logic=lower_equal Unit=>1</VML> ,"[['ECOG', '>=', 0.0, ''], ['ECOG', '<=', 1.0, '']]"
NCT00783471,Inclusion,life expectancy of at least 12 weeks,<VL Label=life expectancy Source=ngram>life expectancy</VL> of <VML Logic=greater_equal Unit=weeks>12</VML>,"[['life expectancy', '>=', '12', 'weeks']]"
NCT00783471,Inclusion,at least 4 weeks since any prior major surgery or extended-field radiotherapy,<VML Logic=greater_equal Unit=weeks>4</VML> since any prior major <VL Label=Surgery Source=DK>surgery</VL> or extended-field radiotherapy,"[['Surgery', '>=', 4.0, 'weeks']]"
NCT00783471,Inclusion,surgery or have undergone limited-field radiotherapy within 2 weeks may also be,<VL Label=Surgery Source=DK>surgery</VL> or have undergone limited-field radiotherapy <VML Logic=lower Unit=weeks>2</VML> may also be,"[['Surgery', '<', 2.0, 'weeks']]"
NCT00783471,Inclusion,granulocyte count > 1500/mm3 and platelet count > 100000/mm3,granulocyte count <VML Logic=greater Unit=/mm3>1500</VML> and <VL Label=platelet count measurement Source=UMLS>platelet count</VL> <VML Logic=greater Unit=/mm3>100000</VML>,"[['platelet count measurement', '>', '1500', '/mm3'], ['platelet count measurement', '>', '100000', '/mm3']]"
NCT00783471,Inclusion,haemoglobin ³ 9.0g/dl,<VL Label=haemoglobin Source=ngram>haemoglobin</VL> ³ <VML Logic=equal Unit=g/dl>9.0</VML>,"[['haemoglobin', '=', '9.0', 'g/dl']]"
NCT00783471,Inclusion,sgot (ast) and sgpt (alt) < 2.5 x uln in the absence of liver metastases or up to 5 x,sgot ( ast ) and sgpt ( <VL Label=ALT Source=DK>alt</VL> )  <VML Logic=lower Unit=x uln>2.5</VML> in the absence of liver metastases or <VML Logic=lower_equal Unit=>5</VML> x,"[['ALT', '<', 2.5, 'x uln'], ['ALT', '<=', 5.0, 'iu/l']]"
NCT00783471,Inclusion,alkaline phosphatase (alp) < 2.5 x uln,<VL Label=alkaline phosphatase Source=ngram>alkaline phosphatase</VL> ( alp )  <VML Logic=lower Unit=x uln>2.5</VML>,"[['alkaline phosphatase', '<', '2.5', 'x uln']]"
NCT00783471,Inclusion,"if alkaline phosphatase is > 2.5 x uln, sgot","if alkaline phosphatase is <VML Logic=greater Unit=x uln>2.5</VML>, <VL Label=AST Source=DK>sgot</VL>","[['AST', '>', 2.5, 'x uln']]"
NCT00783471,Inclusion,(ast) and sgpt (alt) must be < 1.5 x uln, ( ast ) and sgpt ( <VL Label=ALT Source=DK>alt</VL> ) must be <VML Logic=lower Unit=x uln>1.5</VML>,"[['ALT', '<', 1.5, 'x uln']]"
NCT00783471,Inclusion,if alkaline phosphatase is ³ 2.5 x uln in,if <VL Label=alkaline phosphatase Source=ngram>alkaline phosphatase</VL> is ³ <VML Logic=equal Unit=x uln>2.5</VML> in,"[['alkaline phosphatase', '=', '2.5', 'x uln']]"
NCT00783471,Inclusion,"the presence of liver metastases, sgot and sgpt must be < 5 x uln","the presence of liver metastases, sgot and <VL Label=ALT Source=DK>sgpt</VL> must be <VML Logic=lower Unit=x uln>5</VML>","[['ALT', '<', 5.0, 'x uln']]"
NCT00783471,Inclusion,serum creatinine <= 1.5 uln or creatinine clearance > 60 ml/min,<VL Label=Creatinine Source=DK>serum creatinine</VL> <VML Logic=lower_equal Unit=uln>1.5</VML> or <VL Label=Creatinine clearance Source=DK>creatinine clearance</VL> <VML Logic=greater Unit=ml/min>60</VML>,"[['Creatinine', '<=', 1.5, 'uln'], ['Creatinine clearance', '>', 60.0, 'ml/min']]"
NCT00783471,Inclusion,will be provided to sponsor within 3 weeks of the patient starting chemotherapy,will be <VL Label=provided to sponsor Source=ngram>provided to sponsor</VL> <VML Logic=lower Unit=weeks>3</VML> of the patient starting chemotherapy,"[['provided to sponsor', '<', '3', 'weeks']]"
NCT00783471,Exclusion,any other malignancies within 5 years (except for adequately treated carcinoma in situ,any other <VL Label=malignancies Source=ngram>malignancies</VL> <VML Logic=lower Unit=years>5</VML> ( except for adequately treated carcinoma in situ,"[['malignancies', '<', '5', 'years']]"
NCT00783705,Inclusion,histologically confirmed bronchial dysplasia in >= 1 site and meets one of the,<VL Label=histologically confirmed bronchial dysplasia Source=ngram>histologically confirmed bronchial dysplasia</VL> in <VML Logic=greater_equal Unit=site>1</VML> and meets one of the,"[['histologically confirmed bronchial dysplasia', '>=', '1', 'site']]"
NCT00783705,Inclusion,current or former smoker with >= a 30 pack-year smoking history and no history of,current or former smoker with greater_equal a <VML Logic=equal Unit=>30</VML> pack-year <VL Label=Smoking Source=DK>smoking</VL> history and no history of,"[['Smoking', '=', 30.0, '']]"
NCT00783705,Inclusion,"(local ablation or resection), adjuvant chemotherapy or radiotherapy with a >= 30"," ( local ablation or resection ) , <VL Label=adjuvant chemotherapy or radiotherapy Source=ngram>adjuvant chemotherapy or radiotherapy</VL> with a <VML Logic=greater_equal Unit=>30</VML> ","[['adjuvant chemotherapy or radiotherapy', '>=', '30', '']]"
NCT00783705,Inclusion,"at least 6 months since prior surgery, adjuvant chemotherapy, or","<VML Logic=greater_equal Unit=months>6</VML> since prior <VL Label=Surgery Source=DK>surgery</VL>, adjuvant chemotherapy, or","[['Surgery', '>=', 6.0, 'months']]"
NCT00783705,Inclusion,no non-calcified lung nodules >= 10 mm diameter on spiral ct scan unless cancer is,no <VL Label=non-calcified lung nodules Source=ngram>non-calcified lung nodules</VL> <VML Logic=greater_equal Unit=mm>10</VML> diameter on spiral ct scan unless cancer is,"[['non-calcified lung nodules', '>=', '10', 'mm']]"
NCT00783705,Inclusion,ecog performance status 0-1,<VL Label=ECOG Source=DK>ecog performance status</VL> <VML Logic=greater_equal Unit=>0</VML> - <VML Logic=lower_equal Unit=>1</VML> ,"[['ECOG', '>=', 0.0, ''], ['ECOG', '<=', 1.0, '']]"
NCT00783705,Inclusion,leukocyte count >= 3000/mm^3,<VL Label=leukocyte count Source=ngram>leukocyte count</VL> <VML Logic=greater_equal Unit=/mm^3>3000</VML>,"[['leukocyte count', '>=', '3000', '/mm^3']]"
NCT00783705,Inclusion,absolute neutrophil count >= 1500/mm^3,<VL Label=ANC Source=DK>absolute neutrophil count</VL> <VML Logic=greater_equal Unit=/mm^3>1500</VML>,"[['ANC', '>=', 1500.0, '/mm^3']]"
NCT00783705,Inclusion,platelet count >= 100000/mm^3,<VL Label=platelet count measurement Source=UMLS>platelet count</VL> <VML Logic=greater_equal Unit=/mm^3>100000</VML>,"[['platelet count measurement', '>=', '100000', '/mm^3']]"
NCT00783705,Inclusion,total bilirubin <= 1.5 times upper limit of normal (uln),<VL Label=total bilirubin level Source=UMLS>total bilirubin</VL> <VML Logic=lower_equal Unit=times upper limit of normal>1.5</VML> ( uln ) ,"[['total bilirubin level', '<=', '1.5', 'times upper limit of normal']]"
NCT00783705,Inclusion,alkaline phosphatase <= 1.5 times uln,<VL Label=alkaline phosphatase Source=ngram>alkaline phosphatase</VL> <VML Logic=lower_equal Unit=times uln>1.5</VML>,"[['alkaline phosphatase', '<=', '1.5', 'times uln']]"
NCT00783705,Inclusion,alt and ast <= 1.5 times uln,alt and <VL Label=AST Source=DK>ast</VL> <VML Logic=lower_equal Unit=times uln>1.5</VML>,"[['AST', '<=', 1.5, 'times uln']]"
NCT00783705,Inclusion,bun <= 1.5 times uln,<VL Label=bun Source=ngram>bun</VL> <VML Logic=lower_equal Unit=times uln>1.5</VML>,"[['bun', '<=', '1.5', 'times uln']]"
NCT00783705,Inclusion,chloride <= 1.5 times uln,<VL Label=chloride Source=ngram>chloride</VL> <VML Logic=lower_equal Unit=times uln>1.5</VML>,"[['chloride', '<=', '1.5', 'times uln']]"
NCT00783705,Inclusion,total co_2 <= 1.5 times uln,<VL Label=total co_2 Source=ngram>total co_2</VL> <VML Logic=lower_equal Unit=times uln>1.5</VML>,"[['total co_2', '<=', '1.5', 'times uln']]"
NCT00783705,Inclusion,sodium <= 1.5 times uln,<VL Label=sodium Source=ngram>sodium</VL> <VML Logic=lower_equal Unit=times uln>1.5</VML>,"[['sodium', '<=', '1.5', 'times uln']]"
NCT00783705,Inclusion,calcium <= 1.5 times uln,<VL Label=calcium Source=ngram>calcium</VL> <VML Logic=lower_equal Unit=times uln>1.5</VML>,"[['calcium', '<=', '1.5', 'times uln']]"
NCT00783705,Inclusion,potassium <= 1.5 times uln,<VL Label=potassium Source=ngram>potassium</VL> <VML Logic=lower_equal Unit=times uln>1.5</VML>,"[['potassium', '<=', '1.5', 'times uln']]"
NCT00783705,Inclusion,phosphorus <= 1.5 times uln,<VL Label=phosphorus Source=ngram>phosphorus</VL> <VML Logic=lower_equal Unit=times uln>1.5</VML>,"[['phosphorus', '<=', '1.5', 'times uln']]"
NCT00783705,Inclusion,creatinine <= 1.5 times uln or creatinine clearance >= 30ml/min,<VL Label=Creatinine Source=DK>creatinine</VL> <VML Logic=lower_equal Unit=times uln>1.5</VML> or <VL Label=Creatinine clearance Source=DK>creatinine clearance</VL> <VML Logic=greater_equal Unit=ml/min>30</VML>,"[['Creatinine', '<=', 1.5, 'times uln'], ['Creatinine clearance', '>=', 30.0, 'ml/min']]"
NCT00783705,Inclusion,"no cancer within the past 3 years except stage 0 or i nsclc, nonmelanomatous skin","no <VL Label=cancer Source=ngram>cancer</VL> <VML Logic=lower Unit=past years>3</VML> except stage 0 or i nsclc, nonmelanomatous skin","[['cancer', '<', '3', 'past years']]"
NCT00783705,Inclusion,bladder cancer that was treated > 6 months ago,<VL Label=bladder cancer that was treated Source=ngram>bladder cancer that was treated</VL> <VML Logic=greater Unit=months>6</VML> ago,"[['bladder cancer that was treated', '>', '6', 'months']]"
NCT00783705,Inclusion,sao_2 >= 90% on room air,<VL Label=sao_2 Source=ngram>sao_2</VL> <VML Logic=greater_equal Unit=%>90</VML> on room air,"[['sao_2', '>=', '90', '%']]"
NCT00790569,Inclusion,current and regular cigarette smokers (over 10 cigarettes/day for the past 3 months),<VL Label=current and regular cigarette smokers Source=ngram>current and regular cigarette smokers</VL> ( <VML Logic=greater Unit=cigarettes/day>10</VML> for <VML Logic=equal Unit=past months>3</VML> ) ,"[['current and regular cigarette smokers', '>', '10', 'cigarettes/day'], ['current and regular cigarette smokers', '=', '3', 'past months']]"
NCT00790569,Inclusion,willing to set a quit date 7 days after baseline assessment,<VL Label=willing to set a quit date Source=ngram>willing to set a quit date</VL> <VML Logic=equal Unit=days>7</VML> after baseline assessment,"[['willing to set a quit date', '=', '7', 'days']]"
NCT00790569,Inclusion,participating in 1 of 5 methadone maintenance treatment programs across rhode island,<VL Label=participating Source=ngram>participating</VL> <VML Logic=lower_equal Unit=>1</VML> of <VML Logic=equal Unit=>5</VML> methadone maintenance treatment programs across rhode island,"[['participating', '<=', '1', ''], ['participating', '=', '5', '']]"
NCT00790569,Inclusion,unvailable for this study for the next 12 months,<VL Label=unvailable for this study Source=ngram>unvailable for this study</VL> for <VML Logic=equal Unit=next months>12</VML>,"[['unvailable for this study', '=', '12', 'next months']]"
NCT00792701,Inclusion,stage ia (longest tumor diameter 2-3 cm) or stage ib disease,stage ia ( longest <VL Label=Tumor Source=DK>tumor</VL> diameter <VML Logic=greater_equal Unit=cm>2</VML> - <VML Logic=lower_equal Unit=cm>3</VML> ) or stage ib disease,"[['Tumor', '>=', 2.0, 'cm'], ['Tumor', '<=', 3.0, 'cm']]"
NCT00792701,Inclusion,"evidence of n1, n2, n3 or m1 disease within 42 days prior to surgery","evidence of n1, n2, n3 or m1 disease <VML Logic=lower Unit=days>42</VML> prior to <VL Label=Surgery Source=DK>surgery</VL>","[['Surgery', '<', 42.0, 'days']]"
NCT00792701,Inclusion,zubrod performance status 0-1,<VL Label=ecog performance status Source=UMLS>zubrod performance status</VL> <VML Logic=greater_equal Unit=>0</VML> - <VML Logic=lower_equal Unit=>1</VML> ,"[['ecog performance status', '>=', '0', ''], ['ecog performance status', '<=', '1', '']]"
NCT00792701,Inclusion,anc >= 1500/mm^3,<VL Label=ANC Source=DK>anc</VL> <VML Logic=greater_equal Unit=/mm^3>1500</VML>,"[['ANC', '>=', 1500.0, '/mm^3']]"
NCT00792701,Inclusion,platelet count >= 100000/mm^3,<VL Label=platelet count measurement Source=UMLS>platelet count</VL> <VML Logic=greater_equal Unit=/mm^3>100000</VML>,"[['platelet count measurement', '>=', '100000', '/mm^3']]"
NCT00792701,Inclusion,hemoglobin >= 10 mg/dl,<VL Label=hemoglobin Source=ngram>hemoglobin</VL> <VML Logic=greater_equal Unit=mg/dl>10</VML>,"[['hemoglobin', '>=', '10', 'mg/dl']]"
NCT00792701,Inclusion,serum bilirubin <= 1.5 times upper limit of normal (uln),<VL Label=Bilirubin Source=DK>serum bilirubin</VL> <VML Logic=lower_equal Unit=times upper limit of normal>1.5</VML> ( uln ) ,"[['Bilirubin', '<=', 1.5, 'times upper limit of normal']]"
NCT00792701,Inclusion,ast and alt <= 1.5 times uln,ast and <VL Label=ALT Source=DK>alt</VL> <VML Logic=lower_equal Unit=times uln>1.5</VML>,"[['ALT', '<=', 1.5, 'times uln']]"
NCT00792701,Inclusion,serum creatinine <= 1.5 times uln or creatinine clearance >= 60 ml/min,<VL Label=Creatinine Source=DK>serum creatinine</VL> <VML Logic=lower_equal Unit=times uln>1.5</VML> or <VL Label=Creatinine clearance Source=DK>creatinine clearance</VL> <VML Logic=greater_equal Unit=ml/min>60</VML>,"[['Creatinine', '<=', 1.5, 'times uln'], ['Creatinine clearance', '>=', 60.0, 'ml/min']]"
NCT00792701,Inclusion,any other cancer from which the patient has been disease-free for 5 years,any other <VL Label=cancer from which the patient has been disease-free Source=ngram>cancer from which the patient has been disease-free</VL> for <VML Logic=equal Unit=years>5</VML>,"[['cancer from which the patient has been disease-free', '=', '5', 'years']]"
NCT00798603,Inclusion,"hypoxia or estimated volume > 500 ml, effusion should be drained even if","<VL Label=hypoxia or estimated volume Source=ngram>hypoxia or estimated volume</VL> <VML Logic=greater Unit=ml>500</VML>, effusion should be drained even if","[['hypoxia or estimated volume', '>', '500', 'ml']]"
NCT00798603,Inclusion,"measurable disease, defined as >= 1 lesion with longest diameter >= 2.0 cm by","<VL Label=measurable disease Source=ngram>measurable disease</VL>, defined as <VML Logic=greater_equal Unit=lesion>1</VML> with longest diameter <VML Logic=greater_equal Unit=cm>2.0</VML> by","[['measurable disease', '>=', '1', 'lesion'], ['measurable disease', '>=', '2.0', 'cm']]"
NCT00798603,Inclusion,conventional techniques or >= 1.0 cm by spiral ct scan,<VL Label=conventional techniques Source=ngram>conventional techniques</VL> or <VML Logic=greater_equal Unit=cm>1.0</VML> by spiral ct scan,"[['conventional techniques', '>=', '1.0', 'cm']]"
